"income","health","age","transport","eps_Car","eps_Taxi","eps_Public","y_star_Car","y_star_Taxi","y_star_Public"
57507.5149485299,5,42,"Car",0.557306476537876,-0.594287012333241,-3.50429902718991,4.01499435025112,2.09832571189471,0.00555067383949304
14834.5067043648,3,96,"Public",-2.21504001991273,-2.50511223752034,1.02847163840503,0.115822647696394,-0.0425946369548642,3.31178150431774
28401.2912008975,4,56,"Car",-0.0987016146683871,-1.35839021148128,-1.58801475523732,2.47133066535405,0.907629156532178,1.72395942074473
34303.539610555,5,63,"Public",0.126234751610688,-2.62208958895435,1.22773220485105,3.21382324187456,0.0374635052039727,4.78166141263995
29231.080597344,5,33,"Public",0.318711965330726,-1.43765844033676,-0.365608665546902,2.97948898026433,0.695807768623399,3.88976972250622
20449.4821566262,4,75,"Public",0.763214927345606,2.59970595004943,2.8941375103285,3.32445198126126,5.03144818239882,5.98514786719598
63453.675451806,3,84,"Car",0.230224964305707,-0.27088405917593,0.808765608428965,3.65656685060086,2.74092107260116,2.35969209939284
20614.2666956407,5,82,"Public",-0.580938260509318,-1.6923085221474,1.64124648951204,2.3544184068817,1.04690547828721,5.08896115559922
90481.1300048931,1,37,"Taxi",0.520660552271699,2.42982478197926,3.28023689172196,3.55268880239403,4.74204173205266,4.23061429162409
21080.4243026789,2,36,"Car",1.55182093396547,1.58568922188091,-0.307752326810167,3.13883154153245,3.04189558642109,2.55063918713625
54907.6937012374,2,71,"Car",0.00995903513071775,-0.795434605210209,-1.57009119880233,2.79265137766165,1.69318080030835,-0.0882450728270769
109168.929660696,1,81,"Taxi",-0.361098324942811,1.03118342152518,0.900512610264736,3.57812491657459,4.28371736643562,0.597134017050817
8331.48932104578,3,85,"Public",-1.24619630131939,1.99148386963562,2.92368386955519,0.812090931706752,4.19145620945131,5.55705408313428
18121.3823121146,4,86,"Car",1.32753179413297,-1.91397522111107,-1.2390243319932,3.94056635193583,0.647845513570645,1.67854802176451
20063.8519501319,0,29,"Public",-0.34836224168641,-0.891597421288524,-1.07739915455584,0.543234057066888,0.0443603579634547,0.941323806441518
34377.7653627327,4,43,"Public",-0.574896312240113,-1.80961733887792,-1.08892908293275,2.0145478218282,0.35104914156307,2.3635156098126
18052.2020763357,1,88,"Public",-0.416408951746844,0.336160152269336,1.28988661413764,1.31489610016155,2.32694318341437,2.66884257261093
3430.56827872959,4,29,"Public",0.791442711313367,-1.22660695508301,-0.186359094205647,2.46720691828161,0.259851569097932,4.16502954021976
3990.50532604837,4,21,"Public",2.02964768738611,-0.365615838120893,0.944320540083656,3.63941032053732,1.00924174176983,5.44451043356269
55496.7279428093,5,53,"Public",-0.621898824726925,1.7754501255806,1.32467045891065,2.89551937384331,4.60290104472274,4.65473590005446
17771.5294052572,2,67,"Public",-0.961112196469045,1.72398289089032,2.51976918161227,0.853176038662384,3.59555583196918,4.82433859350713
6330.18092079512,3,61,"Public",0.39155174341754,-4.61823950543641,-0.145748761287297,2.15980626643742,-2.80828679162448,3.0076476202968
19529.0396768261,2,95,"Car",1.57787246263152,-0.11742024113157,-1.63919278374063,3.71609845455217,2.20051535402082,0.0702264227228444
51548.1854706839,1,41,"Car",-0.283403742697591,-4.23129231505343,-2.44338312771355,1.81530089406951,-2.44306953299317,-0.794346837127226
83003.2815617291,4,77,"Taxi",0.0017127384018322,1.44444099452355,0.514476548970709,4.14679477744506,4.84449021794949,2.31441091773613
16295.9454079866,4,33,"Public",0.149691008445253,-1.54502564552339,2.72662239329471,2.18708964364492,0.194413535596411,6.74070348513498
18396.421335807,2,86,"Taxi",1.28167927140058,1.2331859411698,-0.535878738985158,3.30158980479575,3.3991322612069,1.3761928342987
6411.0980658191,2,80,"Car",0.91804375770759,-1.01274585335365,-1.97983167614261,2.57832120935307,0.883420617633636,0.291946362541004
30396.0561898609,4,43,"Taxi",-1.64114683005546,-0.22129328650562,-4.11489649290439,0.848754574691067,1.87964755634229,-0.582817616701603
14072.8626458169,5,34,"Public",-0.118943204779691,0.827252614399888,1.61360340622988,2.17287836136573,2.74834555408714,6.15214615331354
30297.3365886388,1,69,"Car",1.26127285601052,1.14201891142513,-1.8654394214699,3.10870627072649,3.03147896025471,-0.351386153242681
36076.1094105415,2,69,"Car",1.25772517752213,0.0806486917039155,-3.88488651897971,3.54962791278567,2.25679033286204,-1.98640870719054
45459.2893735801,1,89,"Car",-0.167915382039237,-3.1842579335809,-2.22969291178462,2.25856685230027,-0.767368592977196,-1.41887869925622
14382.2708667029,2,71,"Public",-0.882227093247131,-1.02451807301801,1.91822546566914,0.887329678420442,0.856215989982533,4.21058004833508
31365.6488161293,0,27,"Car",-0.0772929540348454,-1.68134475968984,-1.32992954981578,1.07684826636839,-0.605860027447899,0.502757473861637
6621.61068116241,1,89,"Public",-0.638373836620605,0.283026843983382,1.20883852344412,0.817166430408456,2.11735100420082,2.79640630982087
12719.3367613875,3,87,"Public",-0.567016191706154,-0.603924677712003,1.08659708518778,1.62096722732853,1.69186537370881,3.59221034996003
12141.258005456,1,60,"Public",-0.834908988657437,-0.424945649047556,-0.117031504284815,0.468622461478963,1.05717322103428,1.94014333560607
4064.53508430872,2,26,"Public",-0.777768930655638,-1.28334239611624,-0.510869329379767,0.283844446452079,-0.232374369851612,2.88783996893406
22590.5244411271,1,22,"Taxi",-0.601198600274961,-0.415901555826443,-2.36070651311651,0.583564510753216,0.652956310790463,0.24748299806095
25443.0784945842,5,45,"Public",0.12350949390444,-0.6782831712928,1.4674638632319,2.80958645626904,1.57836300612596,5.55860229334022
17107.2886927031,0,79,"Car",0.404161917698634,-0.847008614607989,-0.825081044150996,1.72184413501621,0.794600715782558,0.252773181994942
37448.2127805058,3,100,"Taxi",0.603880321421659,1.4045937156881,0.886475808338826,3.54008564093431,4.26631690739568,2.63751155272871
13244.0890314902,4,56,"Public",0.0148163555664236,-3.00678791461561,0.00941140069707855,2.20591858135368,-0.96812657914326,3.62452962006728
8452.37942023752,5,76,"Public",-1.22036636221147,-0.149074601731712,-1.01146595440776,1.35094312329447,2.31771108957185,2.79948645718749
29821.1340703007,4,96,"Car",-0.251470709793999,-2.06409875936474,-0.410395979022962,2.75405764196352,0.823218251689772,2.07318133957103
12481.7739676972,5,57,"Taxi",2.26893028916989,3.15786668232575,-5.09768728207831,4.75097463836232,5.40009329184121,-0.987322761432255
60528.5772178596,1,77,"Car",-1.55341538392967,-2.81967413884011,-2.31951634223548,1.12979904651682,-0.356745480572213,-1.57008788659267
16284.8036115806,2,87,"Taxi",2.18865559529765,2.06340486011322,-0.559119454743284,4.16577568558716,4.21267691428692,1.3751844730251
34855.0571783167,3,24,"Taxi",1.16749216601033,4.10556103235526,1.26451246254059,3.27886859546824,5.78838689003001,4.58741131897425
27593.8357851394,4,52,"Car",1.76031181339564,-1.79702821509474,-2.61674841936623,4.27015770802412,0.396879321682353,0.791374864930981
12724.8587528387,4,63,"Public",0.989239229883587,1.78048416437989,1.58685330839175,3.23736069870456,3.91635704567247,5.07235613333498
66370.5865616975,1,79,"Car",0.198281602032732,-0.650835169451566,1.74384500710978,3.04754626607517,1.9297236289739,2.33643327587583
34545.3942670718,4,32,"Car",2.26455056031839,2.30087311661003,-3.01692579217513,4.74818541699518,4.29905403061611,0.652166322483434
23454.8471174581,4,49,"Public",0.44219450272078,0.102988296959334,0.0754911749286853,2.81856568065723,2.1898110037212,3.62639423257952
26731.1684999861,4,22,"Public",-0.442075696168266,-2.17909834130897,0.582831798253357,1.74620351633139,-0.448130813809179,4.60820842825363
35436.6605228049,1,21,"Taxi",1.46037990589007,3.07281255136096,0.819267162789188,2.95629641896019,4.31936245920304,3.19053395233309
23456.0332118191,4,84,"Car",-0.674695801204966,-1.17380520239662,-1.11414248290846,2.05170502909051,1.43803529578067,1.73673685285516
2710.36052964075,1,75,"Public",-0.0579211024469417,-0.0520018043598866,5.62452452776193,1.15983791079408,1.51365360358472,7.57031731716911
26887.5347896371,3,22,"Public",-0.193023571938816,0.194815754357719,-0.341880079564279,1.69916479780211,1.72812877620228,3.18036922464298
17033.4740728131,3,44,"Taxi",-0.378826850388383,1.31279457413916,-0.838823879289667,1.48701000143194,3.02829668523136,2.44050663925407
25075.8721882563,1,96,"Car",0.546493832439692,-0.738639927237107,-5.64633445678279,2.5333906371461,1.47749815558674,-4.56785190054791
33099.6043842364,3,43,"Car",0.830597754270601,0.296672437371367,-1.81711014959427,3.08808786387651,2.23816650313491,1.160897762721
58677.743612421,3,49,"Car",1.48932311204589,-2.12263500001333,-3.92959947054942,4.44626670235642,0.292531154172982,-1.58315434279784
13238.6459995686,3,60,"Public",-1.01195072330152,-2.07648099985175,1.60591923985862,0.91901542668769,-0.177901309858219,4.64114631986725
54818.3265120573,5,41,"Public",0.0234464195987436,-0.623285498446216,-0.0324758537279421,3.40390458240018,2.01398939923464,3.55115761603091
27864.08001941,3,93,"Taxi",-0.929689857103184,0.182003019660836,0.59225825275745,1.69691214338206,2.79496421995199,2.67497665236925
45567.6935250934,2,34,"Car",0.16070143767554,-0.11537233966239,-2.18753041708913,2.33989377580288,1.67814306321401,0.221115712409005
41961.5917950958,2,69,"Public",0.208356586840761,-2.21438081211667,4.100867640972,2.64739638171816,0.0500430648097714,5.88163580507008
36483.4756085379,5,24,"Car",1.93043190301988,1.02717722992106,-2.97779979067436,4.68251879323333,3.13442936404913,1.31253069715489
10612.8068370992,3,84,"Car",0.20863470710184,-2.8230177016177,-0.774026827778884,2.31395487802932,-0.603825599061208,1.83371703547913
20678.9081403378,4,73,"Taxi",0.887686696466706,1.57421772953359,-0.0235939579000611,3.43465939997515,3.97940135163865,3.10282787929318
34079.888642297,5,79,"Car",0.142016801024452,0.274324664298019,-3.08997509233108,3.38401401708188,3.17052299393248,0.148427134822978
11299.7247902573,3,23,"Taxi",0.280309842390565,2.90814816404004,-3.21323791604433,1.792802962147,4.2226440358939,0.600767588150521
15063.3486386079,3,63,"Car",1.73036497706725,1.13115990899623,-1.00766581159082,3.73694869303245,3.10211013857535,1.93106721563702
33080.4432498139,3,70,"Public",1.76071487919463,0.448884643176993,3.29505189797571,4.28772596043998,2.7950912919242,5.73344303297943
37711.6791215838,1,80,"Taxi",0.22955064957725,0.905795418251928,-1.09689250170915,2.37234262761685,3.07147060507568,0.0488739158591744
30474.2490329858,5,32,"Public",-1.0786290527759,-3.64644169507015,-1.22234395712006,1.60322717304875,-1.50932795957536,3.02817106222023
11848.5004211033,2,56,"Car",0.771630399648097,-1.88939107451978,-2.55395621275944,2.32784291017568,-0.271663568203231,0.0890737788184928
10200.1057916248,3,76,"Taxi",-0.296220886972682,0.161483747487314,-0.877328043635193,1.71878175781794,2.25448533436169,1.89866984053231
63506.3326616469,1,28,"Car",1.22381082101277,0.689678344383483,-0.297480014532483,3.49146913755395,2.46227333430819,1.37239333223458
26384.843284981,2,82,"Public",-1.3062780045701,-1.74224461170209,1.06118000781031,0.873343077554423,0.483528037572627,2.89348314211069
23433.1780008678,1,71,"Taxi",0.190973885394017,1.70747463373913,-3.07817506603877,1.88680333541571,3.52397230375215,-1.46683862605612
20239.1155378273,4,67,"Public",-0.0622773830437814,-0.720528651016094,2.79123022140553,2.4137005054019,1.58805808205132,6.04644791064898
9546.88090563732,1,21,"Car",0.52485504175754,-1.81667373754104,-2.77996411400302,1.37352706439847,-0.958470523956482,0.109098267884236
33806.1436121871,2,22,"Public",0.191341942970212,-0.500666003392119,-0.241834386604869,1.95649553327489,0.936426150790688,2.64204274115139
18920.5158678627,0,33,"Taxi",0.165434842669772,1.00629074124468,-2.04270798824692,1.06844773936634,1.98509847926262,-0.0811183056041784
19381.4229342171,2,25,"Car",3.50907450052599,0.999042271273003,-1.76117824986506,4.94361007388142,2.26476361528626,1.3511932914506
42333.856289848,4,58,"Public",-0.187242406022971,0.968206830110166,1.33887006698096,2.75110400122323,3.47321467445789,4.332192941184
39153.3465259484,0,99,"Public",-2.0169678851639,-3.84378163258756,0.00525982375114892,0.0518657779848124,-1.57148143469834,0.242192893232181
58365.5713417051,4,55,"Public",0.620734558383111,0.508569329923228,1.87877279866207,3.92987384192574,3.2090529000488,4.61146137182797
15782.8352809931,3,96,"Public",0.104094198347271,0.922369877478409,3.29181811348383,2.4586650803721,3.39911240669331,5.55616140786397
34726.000958588,2,47,"Public",-1.22963585924203,-1.49364941988255,0.921974787045903,0.808514164722667,0.332240594496273,3.28745476787414
58324.4880594218,2,59,"Car",-0.207121470811874,-3.68011852627347,0.819920485572461,2.54099073067367,-1.32025120538214,2.47343072438402
10121.8100382857,2,87,"Public",-1.79554762025127,-2.15737598173468,3.59041748991814,0.0274976307058781,-0.100548831160397,5.64798128915242
12057.5366216057,4,86,"Public",0.657486701483879,-0.958854028226892,3.00362589681834,3.11892511702402,1.51200902109719,6.04247516438623
9974.45818911713,2,31,"Public",-0.637582928984063,1.81292248894123,2.93803190805006,0.621778525743865,3.02753936177799,6.11854274426772
7931.12523358048,2,29,"Taxi",1.5404262020192,2.34292415765825,-0.735309736956085,2.72870433285871,3.49689103616196,2.52606775837231
23294.8547099554,4,20,"Public",-0.31779546328266,2.06858945521538,0.0834969481404921,1.76457590446623,3.71801227586471,4.21759985394138
34795.4892376838,3,79,"Public",-1.08924435940196,-1.75542541807021,2.63648293447826,1.57064287154014,0.751506920495048,4.86057314972458
51055.867989824,3,83,"Taxi",1.09125945055397,2.61147941101172,-1.25621320888841,4.19765615029957,5.42231743085908,0.562669431315113
45767.3283626881,3,37,"Public",0.0636543447018191,-1.82359608175362,0.0199996380357481,2.57783755376902,0.217913843686705,2.86465307078199
10913.4794087875,4,61,"Public",-0.748768631609802,0.534830925245304,0.135998391488076,1.43406835360988,2.61353311637712,3.69772880331233
80333.1250586913,3,35,"Car",1.52936932636532,0.735397236376539,-1.07491677928933,4.8876974528326,3.26539411225691,1.11842071953684
13811.5242588208,3,57,"Public",-1.62914981161779,-1.10357416995687,-0.843378802464569,0.286138294852729,0.758598693925441,2.24039071235901
23714.9200902501,2,62,"Car",1.30194905447486,0.91399156762735,-1.36575548851126,3.21482205673111,2.7997153689811,0.919946109683741
16389.9051178095,4,48,"Public",0.17250605275579,0.296093325856403,0.619052261528119,2.36225368070103,2.26194190262355,4.33125415917193
20218.5318195988,5,79,"Public",-0.375054849559561,2.11238635492042,2.77026123118043,2.52040844593041,4.80066433221441,6.28589059478845
